Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
0175029-0000 MCF7 UP	2/368	0.5353713066830057	0.6773365212519821	0	0	1.1237848720161059	0.7021348787603635	ZNF24;SMAD5
PHOSPHINE BOSS	1/158	0.5375427329511886	0.6782940538160392	0	0	1.310111464968153	0.8132477864046406	SMC3
Pyruvic acid BOSS	1/158	0.5375427329511886	0.6782940538160392	0	0	1.310111464968153	0.8132477864046406	NLK
minoxidil PC3 UP	2/371	0.5397670524359335	0.6793590042609956	0	0	1.1144772500356583	0.6872063059780863	BRAP;YME1L1
luteolin HL60 UP	1/159	0.5398035049498213	0.6793590042609956	0	0	1.3017536919831223	0.8025963499185602	YIPF5
epivincamine HL60 DOWN	1/160	0.5420533381815082	0.6803031147136847	0	0	1.2935010482180294	0.7921282354402758	UBE2J1
Sorafenib tosylate BOSS	1/160	0.5420533381815082	0.6803031147136847	0	0	1.2935010482180294	0.7921282354402758	TLK2
nocodazole HL60 UP	2/373	0.5426818381188413	0.6803031147136847	0	0	1.108355795148248	0.6774626005997886	RAD21;RECQL
ammonia BOSS	1/163	0.5487377285626712	0.6848923613983006	0	0	1.2693544238683128	0.7617836076376143	SMC3
Adehl CTD 00006002	1/163	0.5487377285626712	0.6848923613983006	0	0	1.2693544238683128	0.7617836076376143	UBE2J1
tamoxifen CTD 00006827	4/802	0.5487688821814181	0.6848923613983006	0	0	1.0297248497588056	0.6179151313343029	HIP1;CBX3;PRPF40A;MYH10
cicloheximide PC3 UP	2/378	0.5499135748453509	0.6848923613983006	0	0	1.0933370660694288	0.6538091692118255	BRAP;ELF1
proscillaridin MCF7 UP	2/378	0.5499135748453509	0.6848923613983006	0	0	1.0933370660694288	0.6538091692118255	MED1;RSF1
strophanthidin PC3 DOWN	1/164	0.5509443284091903	0.6852861361146738	0	0	1.2615030674846626	0.7520091163647541	ZNF22
genistein CTD 00007324	6/1231	0.5549050668556261	0.6893185998893075	0	0	1.0053195783808029	0.5920912400477014	SMIM14;ANP32A;ACOX1;RAD21;ERLIN2;MYH10
acetaminophen BOSS	1/167	0.5575002569749616	0.6916465025083935	0	0	1.2385165662650603	0.7236557113051532	PDSS2
niclosamide PC3 UP	1/168	0.5596644457794971	0.6934343714503072	0	0	1.2310379241516967	0.7145164206739545	ELF1
tobramycin PC3 DOWN	1/169	0.561818158438773	0.6952046631519785	0	0	1.2236483134920635	0.7055275261949614	BRAP
bicalutamide CTD 00002279	1/170	0.5639614451333228	0.6960057529916152	0	0	1.2163461538461537	0.6966858439754318	ANKIB1
staurosporine CTD 00007273	1/170	0.5639614451333228	0.6960057529916152	0	0	1.2163461538461537	0.6966858439754318	RECQL
Medroxyprogesterone acetate CTD 00006623	2/389	0.565543836143007	0.6960057529916152	0	0	1.0616619067047464	0.605112749830296	PLOD2;INTS7
5109870 MCF7 UP	1/171	0.566094355926444	0.6960057529916152	0	0	1.2091299019607844	0.6879882737820335	PLOD2
cefoxitin HL60 UP	1/171	0.566094355926444	0.6960057529916152	0	0	1.2091299019607844	0.6879882737820335	BRAP
14-Deoxy-11,12-didehydroandrographolide CTD 00004394	1/172	0.5682169403551638	0.6977209293221537	0	0	1.2019980506822612	0.6794317972586588	YIPF5
MG-132 CTD 00002789	1/173	0.570329248060945	0.6985258606519109	0	0	1.1949491279069768	0.671013474014342	TFAM
COBALT CTD 00005696	1/173	0.570329248060945	0.6985258606519109	0	0	1.1949491279069768	0.671013474014342	PLOD2
midecamycin HL60 UP	1/176	0.5766050015533897	0.704802417380585	0	0	1.1742857142857144	0.6465591538715998	ERLIN2
benzene CTD 00005481	3/615	0.5769237723084039	0.704802417380585	0	0	1.005997079682937	0.553343796068761	DSTYK;RECQL;TRIP11
ellipticine PC3 DOWN	2/399	0.5794170801092238	0.7065032540685051	0	0	1.03438950019886	0.5645001904369317	TLK2;FBXO9
COPPER CTD 00005706	8/1688	0.5803448661675188	0.7065032540685051	0	0	0.9750133761369716	0.5305367148154538	RAD50;ANP32A;YWHAB;YME1L1;PLOD2;MYH10;SMAD5;APPL1
niclosamide HL60 UP	1/178	0.5807383497913913	0.7065032540685051	0	0	1.1608992467043315	0.6308964631534371	RSF1
methotrexate CTD 00006299	3/619	0.5813571741972487	0.7065032540685051	0	0	0.9992573915446256	0.5419871699963543	ELF1;GPAM;HDGFRP3
trichostatin A CTD 00000660	17/3584	0.5819995523609166	0.7065032540685051	0	0	0.9731987664704234	0.5267784786080557	HIP1;TMED8;FKBP14;USP34;HDGFRP3;PLOD2;EIF2AK4;NLK;ELF1;FAM120A;TLK2;PDSS2;UTP20;ZMYND11;SEC22A;ZKSCAN1;FBXO9
PhIP CTD 00002156	1/179	0.5827900226460548	0.7065684345354825	0	0	1.1543188202247192	0.6232494265372677	TTL
parthenolide HL60 DOWN	1/181	0.586863604999052	0.7092693423523331	0	0	1.1413773148148147	0.6083117016185777	HIP1
clomipramine PC3 UP	1/182	0.5888856095431252	0.7092693423523331	0	0	1.1350138121546962	0.6010162882937792	BRAP
maltotriose BOSS	1/182	0.5888856095431252	0.7092693423523331	0	0	1.1350138121546962	0.6010162882937792	NLK
PROPIDIUM BOSS	1/182	0.5888856095431252	0.7092693423523331	0	0	1.1350138121546962	0.6010162882937792	RECQL
MG-262 MCF7 DOWN	2/407	0.5902838650148678	0.7092693423523331	0	0	1.0135412605588043	0.5342900295817441	ERLIN2;MYH10
glycerol BOSS	1/183	0.5908978193237345	0.7092693423523331	0	0	1.1287202380952381	0.5938334549941567	NLK
Velcade(Bortezomib) BOSS	1/183	0.5908978193237345	0.7092693423523331	0	0	1.1287202380952381	0.5938334549941567	SMC3
CROTONALDEHYDE CTD 00000669	1/184	0.5929002813243909	0.7092693423523331	0	0	1.122495446265938	0.5867609824991312	ZKSCAN1
ellagic acid BOSS	1/184	0.5929002813243909	0.7092693423523331	0	0	1.122495446265938	0.5867609824991312	RECQL
L-proline BOSS	1/184	0.5929002813243909	0.7092693423523331	0	0	1.122495446265938	0.5867609824991312	TLK2
sucrose BOSS	1/185	0.5948930422151341	0.7092693423523331	0	0	1.1163383152173914	0.5797967060550165	NLK
rosiglitazone CTD 00003139	2/411	0.595639776907257	0.7092693423523331	0	0	1.0034229828850856	0.519892708942788	ACOX1;TFAM
lactic acid BOSS	1/186	0.5968761486232644	0.7092693423523331	0	0	1.1102477477477477	0.5729385132688115	NLK
methane BOSS	1/186	0.5968761486232644	0.7092693423523331	0	0	1.1102477477477477	0.5729385132688115	SMC3
formic acid BOSS	1/186	0.5968761486232644	0.7092693423523331	0	0	1.1102477477477477	0.5729385132688115	ACOX1
ARSENIC CTD 00005442	4/853	0.5980258685099846	0.7092693423523331	0	0	0.9652849019086338	0.49627349735400395	TFAM;MYH10;SMAD5;DCAF7
acetic acid BOSS	1/187	0.5988496466429044	0.7092693423523331	0	0	1.1042226702508962	0.5661843434870214	NLK
Imatinib mesylate BOSS	1/187	0.5988496466429044	0.7092693423523331	0	0	1.1042226702508962	0.5661843434870214	TLK2
D-glucose BOSS	1/188	0.6008135825429668	0.7092693423523331	0	0	1.0982620320855614	0.5595321849889476	NLK
Pentabromodiphenyl ether CTD 00003077	2/415	0.6009439802248584	0.7092693423523331	0	0	0.9935007009048044	0.5059437685316854	ZNF24;BRD7
vorinostat PC3 UP	2/416	0.6022619493237759	0.7092693423523331	0	0	0.9910500889905924	0.5025246296433287	FKBP14;ABHD2
metformin BOSS	1/189	0.6027680021033904	0.7092693423523331	0	0	1.092364804964539	0.5529800747843862	TLK2
Coke BOSS	1/189	0.6027680021033904	0.7092693423523331	0	0	1.092364804964539	0.5529800747843862	NLK
GLYCOPROTEIN BOSS	1/189	0.6027680021033904	0.7092693423523331	0	0	1.092364804964539	0.5529800747843862	NLK
actinomycin D CTD 00005748	1/190	0.6047129508465628	0.7098160585824403	0	0	1.0865299823633157	0.5465260967884904	RECQL
L-glutamine BOSS	1/190	0.6047129508465628	0.7098160585824403	0	0	1.0865299823633157	0.5465260967884904	PDSS2
AGN-PC-0JHFVD BOSS	1/191	0.6066484743178113	0.7112174656122018	0	0	1.0807565789473683	0.5401683799780941	NLK
cyclosporin A BOSS	1/192	0.6085746177205418	0.7117354370658531	0	0	1.075043630017452	0.5339050977584107	PDSS2
Isoguanine BOSS	1/192	0.6085746177205418	0.7117354370658531	0	0	1.075043630017452	0.5339050977584107	NLK
iopromide HL60 UP	1/193	0.610491425973409	0.7122399969689772	0	0	1.0693901909722223	0.5277344666004725	BRAP
ethisterone BOSS	1/193	0.610491425973409	0.7122399969689772	0	0	1.0693901909722223	0.5277344666004725	NLK
Aizen uranine BOSS	1/194	0.6123989439174049	0.7132677327874339	0	0	1.0637953367875648	0.5216547444651392	RAD50
Cianidanol CTD 00005600	4/870	0.6137357672697241	0.7132677327874339	0	0	0.9454915691971492	0.4615802760355403	GINM1;NOL10;BRCC3;OXR1
Vorinostat CTD 00003560	2/425	0.613978208407359	0.7132677327874339	0	0	0.9695159885529426	0.47292586860663344	RAD50;CBX3
picrotoxinin PC3 DOWN	1/196	0.6161862867275881	0.7132677327874339	0	0	1.0527777777777778	0.5097612615511777	TFAM
sanguinarine MCF7 UP	1/196	0.6161862867275881	0.7132677327874339	0	0	1.0527777777777778	0.5097612615511777	TTF1
water BOSS	1/196	0.6161862867275881	0.7132677327874339	0	0	1.0527777777777778	0.5097612615511777	TLK2
8-azaguanine HL60 UP	2/428	0.6178254707485883	0.7132677327874339	0	0	0.9625401531999012	0.4635105092756209	ELF1;ZNF24
Staurosporine, Streptomyces sp. RBC	1/197	0.6180662001526148	0.7132677327874339	0	0	1.0473533163265305	0.5039442150954275	TLK2
tamoxifen BOSS	1/197	0.6180662001526148	0.7132677327874339	0	0	1.0473533163265305	0.5039442150954275	NLK
rapamycin BOSS	1/198	0.6199370002177738	0.7137089834439916	0	0	1.0419839255499155	0.49821150444544404	TLK2
Acid red 87 BOSS	1/198	0.6199370002177738	0.7137089834439916	0	0	1.0419839255499155	0.49821150444544404	RECQL
metronidazole PC3 UP	6/1316	0.6212080936054942	0.7141377037960762	0	0	0.9358107541313648	0.445529354737378	DSTYK;ELF1;HIP1;YME1L1;PKP4;BTBD7
alprazolam BOSS	1/199	0.6217987306253636	0.7141377037960762	0	0	1.036668771043771	0.49256157951888946	EIF2AK4
dopamine BOSS	1/200	0.6236514348962008	0.7154087632361921	0	0	1.0314070351758795	0.4869929254325685	RECQL
Capsaicin BOSS	1/202	0.6273299381129823	0.7187687104544206	0	0	1.0210406301824213	0.4760935406693041	SPTLC2
parthenolide PC3 UP	1/203	0.6291558230268424	0.7191423531379522	0	0	1.0159344059405941	0.47075994801144483	BRAP
Pentadecafluorooctanoic acid CTD 00001078	1/203	0.6291558230268424	0.7191423531379522	0	0	1.0159344059405941	0.47075994801144483	ACOX1
TAE-684 Kinome Scan	1/204	0.630972853879322	0.719504122318989	0	0	1.0108784893267653	0.4655019002333899	DSTYK
0179445-0000 MCF7 UP	1/204	0.630972853879322	0.719504122318989	0	0	1.0108784893267653	0.4655019002333899	DCAF7
BX-912 LINCS	1/206	0.6345805228791158	0.7213711871881356	0	0	1.0009146341463415	0.4552070597313258	EIF2AK4
Capsaicin CTD 00005570	1/206	0.6345805228791158	0.7213711871881356	0	0	1.0009146341463415	0.4552070597313258	ACOX1
irinotecan MCF7 UP	3/671	0.6363158518024308	0.7213711871881356	0	0	0.9189864950949166	0.4154372340133252	ZNF24;ZKSCAN1;FBXO9
MG-132 MCF7 DOWN	1/207	0.6363712454235274	0.7213711871881356	0	0	0.9960052588996764	0.4501676509350867	ANP32A
epinephrine BOSS	1/207	0.6363712454235274	0.7213711871881356	0	0	0.9960052588996764	0.4501676509350867	RECQL
2,2',4,4',5,5'-Hexachlorobiphenyl CTD 00000731	1/208	0.6381532825913775	0.7225371877274274	0	0	0.9911433172302737	0.4451985534921942	ABHD2
estradiol CTD 00005920	20/4336	0.6396112409074988	0.7233339387149662	0	0	0.9380378657487092	0.41920417243476626	SMIM14;MED1;ANKIB1;RECQL;M6PR;PLOD2;BTBD7;RSF1;TTF1;TTL;BICD2;ELF1;GPAM;TFAM;INTS7;ZNF567;KPNA3;MYH10;ZKSCAN1;SEC22C
digoxin MCF7 DOWN	2/449	0.6439447020429393	0.7262234702280523	0	0	0.916331096196868	0.40331618891135906	OSBPL1A;FBXO9
NVP-TAE684 LINCS	1/212	0.6451954083777899	0.7262234702280523	0	0	0.9721563981042654	0.42600092593201183	EIF2AK4
Alitretinoin CTD 00003402	1/212	0.6451954083777899	0.7262234702280523	0	0	0.9721563981042654	0.42600092593201183	CBX3
(-)-Epigallocatechin gallate BOSS	1/212	0.6451954083777899	0.7262234702280523	0	0	0.9721563981042654	0.42600092593201183	RECQL
phenobarbital CTD 00006510	5/1129	0.645970951646818	0.7262440124610767	0	0	0.9080051833513848	0.3967989395014141	BLOC1S6;HDGFRP3;PDSS2;NLK;FBXO9
Mustard gas CTD 00006356	1/214	0.6486654336657275	0.7284193804279071	0	0	0.9629303599374022	0.4167930492380077	KPNA3
raloxifene CTD 00007367	3/686	0.6512222191823683	0.7304352142642003	0	0	0.8981028628391639	0.3852002196884497	DYNC1LI2;CBX3;TFAM
piperlongumine MCF7 UP	1/216	0.6521018679681596	0.7305673964736741	0	0	0.953875968992248	0.40783395348827006	BRAP
scriptaid MCF7 UP	3/688	0.6531771738251283	0.7306947127740172	0	0	0.8953874825283429	0.38135167443587686	FKBP14;RECQL;BICD2
oxyphenbutazone BOSS	1/217	0.6538075892677915	0.7306947127740172	0	0	0.9494116512345679	0.4034450537782257	NLK
menadione CTD 00007386	5/1140	0.6545013120676546	0.7306947127740172	0	0	0.8986784140969163	0.3809333239877667	DYNC1LI2;HIBADH;YWHAB;SERBP1;ZNF830
bisacodyl MCF7 UP	1/218	0.6555050332259099	0.730964333562381	0	0	0.9449884792626728	0.39911522022507473	RSF1
EINECS 250-892-2 CTD 00001193	1/223	0.6638694786519191	0.7385740487554414	0	0	0.9234703453453453	0.3783178351491854	MYH10
parthenolide MCF7 UP	1/223	0.6638694786519191	0.7385740487554414	0	0	0.9234703453453453	0.3783178351491854	BRAP
[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate CTD 00005796	1/224	0.6655180871182873	0.7395502265891513	0	0	0.9192825112107623	0.3743221523397902	INTS7
resveratrol BOSS	1/225	0.6671586926940817	0.740515261913917	0	0	0.9151320684523809	0.37037896898839134	TFAM
clidinium bromide HL60 UP	1/227	0.6704160484246762	0.7415559289956913	0	0	0.906941371681416	0.3626466669771211	BRAP
LY 294002 CTD 00003061	1/227	0.6704160484246762	0.7415559289956913	0	0	0.906941371681416	0.3626466669771211	M6PR
vinblastine CTD 00006986	1/227	0.6704160484246762	0.7415559289956913	0	0	0.906941371681416	0.3626466669771211	WDR61
SARIN CTD 00006722	1/229	0.6736418512627684	0.744265593733865	0	0	0.8988943713450293	0.3551142325308256	YWHAB
levonorgestrel HL60 UP	1/231	0.676836403777808	0.7444013165395609	0	0	0.8909873188405797	0.3477752347053207	BTBD7
LITHIUM CHLORIDE CTD 00007226	1/231	0.676836403777808	0.7444013165395609	0	0	0.8909873188405797	0.3477752347053207	HDGFRP3
ethanol CTD 00005337	1/231	0.676836403777808	0.7444013165395609	0	0	0.8909873188405797	0.3477752347053207	PLOD2
benzo[a]pyrene CTD 00005488	20/4424	0.6778761030926765	0.7444013165395609	0	0	0.9141040612430258	0.3553952003876337	SMIM14;GALNT7;HIP1;ANP32A;HIBADH;FKBP14;ABHD2;ELMOD2;USP34;EIF2AK4;TTF1;TSN;C12ORF4;ACOX1;TFAM;PDSS2;PKP4;BUB3;MYH10;PTPN2
daunorubicin MCF7 UP	1/232	0.6784220549067531	0.7444013165395609	0	0	0.887085137085137	0.3441763344339568	ANP32A
Retinoic acid BOSS	1/232	0.6784220549067531	0.7444013165395609	0	0	0.887085137085137	0.3441763344339568	OSBPL1A
bucladesine HL60 UP	1/233	0.6800000055475309	0.7452800060800939	0	0	0.8832165948275862	0.34062349585012136	BRAP
1-NITROPYRENE CTD 00001569	1/234	0.6815702927489391	0.7461482999386216	0	0	0.8793812589413448	0.3371159842903626	OXR1
cicloheximide HL60 UP	2/485	0.6854564984218462	0.7495470718204681	0	0	0.8464639860520867	0.31968425814001994	BRAP;TLK2
ouabain MCF7 DOWN	2/486	0.6865517349116353	0.7498896512303626	0	0	0.8446715963462375	0.31765876932818815	OSBPL1A;FBXO9
8-HYDROXYQUINOLINE CTD 00007045	1/239	0.6893080598609859	0.7520437194615307	0	0	0.860688025210084	0.3202336083245684	C12ORF4
puromycin HL60 DOWN	1/240	0.6908331337058476	0.7528511082089863	0	0	0.8570432357043236	0.31698341397981505	PLOD2
tretinoin HL60 UP	1/241	0.6923507983170238	0.7536485988490645	0	0	0.8534288194444445	0.3137737885438822	PLOD2
ZINC CTD 00007011	7/1642	0.693157003755274	0.7536707104323217	0	0	0.8690180088345226	0.3184940129285144	BRAP;SPTLC2;NUFIP2;ABHD2;ZNF24;OSBPL1A;UBE2J1
digoxigenin HL60 UP	1/244	0.6968596916919855	0.7559824030911924	0	0	0.842764060356653	0.3043820999619219	MED1
emetine MCF7 DOWN	1/244	0.6968596916919855	0.7559824030911924	0	0	0.842764060356653	0.3043820999619219	BICD2
ouabain MCF7 UP	1/246	0.6998292228189202	0.7583460165913497	0	0	0.8357993197278911	0.29831260817369415	RSF1
rapamycin CTD 00007350	1/247	0.7013031739718886	0.7590854896603173	0	0	0.8323594173441734	0.29533360467487724	SMIM14
HEMATOXYLIN BOSS	1/251	0.7071276875546507	0.7645270037935852	0	0	0.818875	0.2837762381834089	RECQL
TPEN CTD 00001994	1/253	0.7099976483241348	0.766765478314015	0	0	0.8122933201058201	0.27820528065669814	DYNC1LI2
cantharidin HL60 DOWN	1/254	0.7114221730946542	0.7672428075679135	0	0	0.8090415019762845	0.2754699356031582	BUB3
digoxigenin MCF7 UP	1/255	0.7128397722033482	0.7672428075679135	0	0	0.8058152887139107	0.27276735292187043	RSF1
mitoxantrone CTD 00006345	1/255	0.7128397722033482	0.7672428075679135	0	0	0.8058152887139107	0.27276735292187043	RECQL
curcumin BOSS	1/257	0.7156543264587055	0.7688974838534113	0	0	0.7994384765625	0.26745854813448217	YWHAB
cephaeline PC3 UP	2/514	0.7159806601471285	0.7688974838534113	0	0	0.7973273026315789	0.2663887448173214	BRAP;ELF1
Premarin CTD 00005926	1/265	0.726642103401208	0.7794740236708708	0	0	0.7748974116161617	0.24744118305304305	TMED8
tolnaftate PC3 UP	1/266	0.7279856846819742	0.7800427615754337	0	0	0.7719339622641509	0.24506888158797033	YME1L1
2-Nonenal, 4-hydroxy-, (2E,4R)- CTD 00001295	1/274	0.738501658446287	0.7904275563057915	0	0	0.7490079365079365	0.22704822236579153	SERBP1
fisetin PC3 DOWN	2/541	0.7421563036188651	0.7934536178043385	0	0	0.7563323894150962	0.22553484409994648	ZNF22;SMC3
digoxigenin MCF7 DOWN	1/283	0.749851762156108	0.8007882404317456	0	0	0.7247709810874704	0.2086468833675997	FBXO9
Zinc sulfate CTD 00007264	1/287	0.7547384254153994	0.8043981706752471	0	0	0.7144886363636364	0.20104570343994377	DYNC1LI2
helveticoside MCF7 DOWN	2/555	0.7549096492259879	0.8043981706752471	0	0	0.736651755972209	0.2071149500886584	FBXO9;APPL1
Allococaine CTD 00005697	1/290	0.7583413096915922	0.8071579533787314	0	0	0.7069636678200693	0.19556150438840827	OSBPL1A
Irinotecan hydrochloride CTD 00002224	2/565	0.7636873382994336	0.811946959455828	0	0	0.7231934187155277	0.19497064350213777	EIF2AK4;MYH10
digoxigenin PC3 UP	1/296	0.7653906653254218	0.812856753097541	0	0	0.6923728813559322	0.18511897697755045	ELF1
3-methylcholanthrene CTD 00006310	1/297	0.7665456064030914	0.8131827837838106	0	0	0.6899985923423423	0.18344377295470068	SPTLC2
zuclopenthixol PC3 UP	1/301	0.7711093685346265	0.8171203142814439	0	0	0.6806597222222223	0.17692052093886065	YME1L1
lycorine PC3 DOWN	1/302	0.7722364431632809	0.8174114227302277	0	0	0.6783637873754153	0.1753329586972249	PKP4
simvastatin CTD 00007319	1/304	0.7744741402078853	0.818876185732483	0	0	0.6738173817381738	0.17220818792882492	MYH10
mitomycin C CTD 00007136	1/308	0.7788844627748427	0.8226323786355443	0	0	0.6649022801302932	0.1661541322041438	RFC1
4-Hydroxytamoxifen CTD 00000850	2/586	0.7812471460062747	0.8242200363256517	0	0	0.6964311463590483	0.17192359120973952	TMED8;TFAM
methazolamide HL60 UP	1/316	0.7874506160331644	0.8298518030503348	0	0	0.6477513227513227	0.1547831712135326	BRAP
cycloheximide CTD 00005731	1/324	0.7956881976608746	0.8366940587245381	0	0	0.6314499484004128	0.14431654789056433	YME1L1
helveticoside PC3 UP	1/324	0.7956881976608746	0.8366940587245381	0	0	0.6314499484004128	0.14431654789056433	ELF1
sulfamonomethoxine HL60 UP	1/328	0.7996876916742555	0.8399786378046122	0	0	0.623598369011213	0.13939544588892	BRAP
trichostatin A MCF7 UP	3/874	0.8019943631394035	0.8407298391484834	0	0	0.6973642426167037	0.15387600013337446	SPTLC2;RFC1;BICD2
vorinostat MCF7 UP	2/613	0.8021562073210244	0.8407298391484834	0	0	0.6647256438969765	0.14654004304817095	SPTLC2;BICD2
HC toxin MCF7 UP	1/332	0.8036096844873258	0.841333719894482	0	0	0.6159365558912386	0.1346693508362712	BICD2
cyclopenthiazide PC3 UP	1/335	0.8065012142514485	0.8434402011637286	0	0	0.610310628742515	0.13124722493280194	BRAP
medrysone HL60 UP	1/341	0.8121584584706975	0.8484313307989094	0	0	0.5993566176470588	0.1247020251640711	BRAP
clopamide HL60 DOWN	1/345	0.8158386930176841	0.8513485381979968	0	0	0.592266230620155	0.12054905343535652	BICD2
mebendazole HL60 UP	1/346	0.8167475452110021	0.8513705389753816	0	0	0.5905193236714976	0.11953601231284687	YME1L1
5-azacytidine CTD 00005455	1/352	0.8221081805072561	0.856027953427208	0	0	0.5802469135802469	0.11366067219819909	OXR1
troglitazone CTD 00002415	2/651	0.8286093066995566	0.8618615239966103	0	0	0.6245722163652583	0.11742364736706949	RAD50;TFAM
raloxifene HL60 UP	1/371	0.8380803674309791	0.8707682257489805	0	0	0.5499155405405406	0.09713778455666	BRAP
bisacodyl MCF7 DOWN	1/373	0.8396767434865563	0.8714826807398349	0	0	0.5469030017921147	0.09556489554406394	FBXO9
digitoxigenin MCF7 DOWN	1/377	0.8428229111621819	0.8738023478967919	0	0	0.5409740691489362	0.09250570721411086	FBXO9
sanguinarine HL60 UP	1/384	0.8481823500464857	0.8782906454322235	0	0	0.5308964316797214	0.08741721047316439	RECQL
calcitriol CTD 00005558	7/1958	0.8489837625815131	0.8782906454322235	0	0	0.7156671792243294	0.11716560840483652	SMIM14;MED1;ELF1;SPTLC2;PKP4;OSBPL1A;KPNA3
meclofenoxate HL60 UP	1/387	0.8504235087898002	0.8788320527256664	0	0	0.526689335060449	0.08533463160296069	BRAP
doxycycline HL60 UP	1/390	0.8526319187363935	0.8801657804824558	0	0	0.5225471293916024	0.08330829803278784	BRAP
apigenin HL60 DOWN	1/396	0.8569523802333555	0.8836745512298796	0	0	0.514451476793249	0.07941738057225282	RAD50
NICKEL CHLORIDE CTD 00001064	1/399	0.8590653586850419	0.8849019108259454	0	0	0.5104951842546064	0.07754946277884696	ACOX1
Methaneseleninic acid CTD 00000412	1/402	0.8611474426906787	0.88609484714631	0	0	0.5065980881130507	0.07573111685362038	ZNF24
testosterone CTD 00006844	4/1247	0.8620852824392833	0.8861090952403781	0	0	0.6456803259543767	0.09581965620054524	SMIM14;ELF1;PKP4;OSBPL1A
pyrithyldione HL60 UP	1/414	0.8691756789283567	0.8924405525613427	0	0	0.4915758676351897	0.06892385828811512	BRAP
proscillaridin MCF7 DOWN	1/423	0.8748937421041691	0.8973509076768964	0	0	0.48086986571879936	0.06426962206671502	FBXO9
Arsenenous acid CTD 00000922	4/1283	0.8765602171552644	0.8980996242007463	0	0	0.6262957451638125	0.08251438623184648	RAD50;RFC1;TFAM;SMAD5
carmustine CTD 00005595	1/429	0.8785676400922373	0.8991956956760465	0	0	0.47398267133956384	0.06136292439580504	MED1
camptothecin PC3 UP	1/437	0.8833005547591777	0.9030759403134876	0	0	0.46509461009174313	0.057713477231215816	FAM120A
digoxin HL60 DOWN	1/452	0.8916879789996102	0.910680268222179	0	0	0.44927937915742794	0.051504941858027425	FBXO9
pregnenolone PC3 UP	1/456	0.8938219958043065	0.9118886106131169	0	0	0.4452380952380952	0.04997736776024218	DSTYK
etoposide CTD 00005948	1/461	0.8964310813611819	0.9135785409408856	0	0	0.44028532608695653	0.048138096014907095	RFC1
AFLATOXIN B1 CTD 00007128	11/3081	0.8990109827465913	0.9152351724564556	0	0	0.7013218695553367	0.0746627458413594	SMIM14;GALNT7;TMED8;GPAM;RECQL;HDGFRP3;PDSS2;PKP4;ZNF567;EIF2AK4;SMAD5
sulfaguanidine PC3 UP	2/809	0.9078111202809983	0.9232140661182158	0	0	0.49816735146416224	0.048182217843007774	BRAP;YME1L1
irinotecan PC3 UP	1/501	0.91514277544739	0.9291288220867544	0	0	0.40422916666666664	0.03584509700123973	ZNF24
Dasatinib CTD 00004330	1/502	0.9155648976767288	0.9291288220867544	0	0	0.40340153027278775	0.0355856745699964	MYH10
curcumin CTD 00000663	1/528	0.9258393545952985	0.9385623055569676	0	0	0.3829854522454143	0.02951076882390234	YWHAB
GDC-0941 CTD 00004868	1/533	0.9276683401972035	0.939423377242997	0	0	0.37928806390977443	0.02847732792464568	ZKSCAN1
latamoxef HL60 UP	3/1196	0.9347693632765794	0.9456158432302105	0	0	0.5005261186709707	0.03376321477892102	BRAP;ACOX1;YME1L1
aspirin CTD 00005447	1/561	0.9371153626880401	0.9469901294181565	0	0	0.3598028273809524	0.02336879250313646	KPNA3
amiodarone CTD 00005381	1/625	0.9543667834678641	0.9634081529954543	0	0	0.3218315972222222	0.015031856761812396	BRCC3
Fonofos CTD 00005884	1/712	0.9705400115401788	0.978121809551639	0	0	0.28117674636661977	0.00840792968398448	PLOD2
TERBUFOS CTD 00000658	1/715	0.9709822342994372	0.978121809551639	0	0	0.2799515639589169	0.008243763701059068	PLOD2
parathion CTD 00006472	1/776	0.9786753514928933	0.9848370011350313	0	0	0.25709677419354837	0.005541799077335054	PLOD2
Silica CTD 00006678	1/898	0.9885170417101634	0.992889835120884	0	0	0.22071256038647344	0.002549096883525644	ABHD2
zalcitabine PC3 UP	1/902	0.9887484802298687	0.992889835120884	0	0	0.21968645948945617	0.002485817527990662	HIP1
progesterone CTD 00006624	3/1915	0.9964008561094142	0.9987917464255079	0	0	0.3003037923974005	0.0010827862825048972	TMED8;PRPF40A;MYH10
CADMIUM CTD 00005555	1/1142	0.9967087605101264	0.9987917464255079	0	0	0.17128615249780893	5.646734975910056E-4	NEMF
arsenite CTD 00000779	1/1300	0.9985462741023676	0.9988900703523815	0	0	0.1491852707210675	2.170322825667517E-4	YME1L1
Decitabine CTD 00000750	2/1800	0.9988900703523815	0.9988900703523815	0	0	0.21198993033194777	2.354245852180361E-4	ZNF22;SEC22A
