sig_id,drug,pert_id,similarity_scores
CPC007_PC3_6H:BRD-K05153001-001-05-5:10,BRD-K05153001,BRD-K05153001-001-05-5,-0.02
NMH002_FIBRNPC_24H:BRD-K35960502-001-16-8:10,niclosamide,BRD-K35960502-001-16-8,-0.02
LJP001_MDAMB231_24H:BRD-K19540840-001-04-5:10,saracatinib,BRD-K19540840-001-04-5,-0.02
MUC.CP005_MCF7_6H:BRD-K88510285-001-01-2:50,bortezomib,BRD-K88510285-001-01-2,-0.02
CPC020_VCAP_24H:BRD-A79479878-001-06-5:10,testosterone,BRD-A79479878-001-06-5,-0.02
CPC004_PC3_24H:BRD-A66559694-001-03-8:10,naltrexone,BRD-A66559694-001-03-8,-0.02
CPC017_MCF7_24H:BRD-A62336480-001-02-5:10,niguldipine,BRD-A62336480-001-02-5,-0.02
CPC006_HA1E_6H:BRD-K33583600-001-09-6:10,isoliquiritigenin,BRD-K33583600-001-09-6,-0.02
CPC016_A375_6H:BRD-K97810537-001-03-7:10,beclometasone,BRD-K97810537-001-03-7,-0.02
CPC017_MCF7_24H:BRD-K95785537-001-09-0:10,PP-2,BRD-K95785537-001-09-0,-0.02
CPC016_A375_6H:BRD-A19195498-050-09-1:10,trimipramine,BRD-A19195498-050-09-1,-0.02
ERG005_VCAP_6H:BRD-A39996500-001-01-4:20,radicicol,BRD-A39996500-001-01-4,-0.02
CPC016_ASC_24H:BRD-K47598052-001-06-7:10,PP-1,BRD-K47598052-001-06-7,-0.02
CPC005_PC3_24H:BRD-A47513740-001-02-5:10,calyculin,BRD-A47513740-001-02-5,-0.02
CPC009_PC3_6H:BRD-A69512159-002-02-2:10,carbidopa,BRD-A69512159-002-02-2,-0.02
CPC015_HT29_6H:BRD-K42500029-001-01-9:10,CGP-57380,BRD-K42500029-001-01-9,-0.02
CPC001_HA1E_24H:BRD-K09549677-300-01-8:10,mibefradil,BRD-K09549677-300-01-8,-0.02
CPC006_HT29_6H:BRD-K23363278-001-01-3:1,CYT-997,BRD-K23363278-001-01-3,-0.02
CPC006_HT29_6H:BRD-K81473043-001-04-7:0.35,tanespimycin,BRD-K81473043-001-04-7,-0.02
CPC006_HCC515_6H:BRD-K73395020-001-01-5:10,SA-1478088,BRD-K73395020-001-01-5,-0.02
CPC015_HEPG2_6H:BRD-A68930007-001-03-1:10,ouabain,BRD-A68930007-001-03-1,-0.02
CPC006_MDST8_6H:BRD-K51575138-001-01-7:10,TPCA-1,BRD-K51575138-001-01-7,-0.02
CPC019_VCAP_6H:BRD-K83816656-001-01-9:10,BRD-K83816656,BRD-K83816656-001-01-9,-0.02
CPC006_VCAP_24H:BRD-K08589866-001-01-0:10,linsitinib,BRD-K08589866-001-01-0,-0.02
CPC012_HT29_6H:BRD-K41429297-001-01-7:10,BRD-K41429297,BRD-K41429297-001-01-7,-0.02
CPC004_HT29_6H:BRD-K19227686-001-12-9:10,phenolphthalein,BRD-K19227686-001-12-9,-0.02
CPC002_HCC515_6H:BRD-K88677950-001-01-3:10,PD-198306,BRD-K88677950-001-01-3,-0.02
CPC007_VCAP_6H:BRD-K76425766-001-05-6:10,BRD-K76425766,BRD-K76425766-001-05-6,-0.02
CPC008_HT29_6H:BRD-K35046132-001-01-6:10,BRD-K35046132,BRD-K35046132-001-01-6,-0.02
CPC009_A549_6H:BRD-K00313977-019-01-1:10,BRD-K00313977,BRD-K00313977-019-01-1,-0.02
CPC014_A549_6H:BRD-K05804044-001-01-1:10,AZ-628,BRD-K05804044-001-01-1,-0.02
CPC014_ASC_24H:BRD-K83972459-001-01-9:10,JWE-035,BRD-K83972459-001-01-9,-0.02
MUC.CP002_MCF7_24H:BRD-K94176593-001-02-9:15.7,TWS-119,BRD-K94176593-001-02-9,-0.02
CPC004_HA1E_24H:BRD-K17561142-003-16-8:10,amiodarone,BRD-K17561142-003-16-8,-0.02
CPC014_A549_6H:BRD-U29336476-000-01-3:10,XMD-16144,BRD-U29336476-000-01-3,-0.02
CPC012_PC3_6H:BRD-K79619196-001-01-0:10,BRD-K79619196,BRD-K79619196-001-01-0,-0.02
CPC003_VCAP_6H:BRD-K37691127-001-02-2:10,hinokitiol,BRD-K37691127-001-02-2,-0.02
CPC013_MCF7_6H:BRD-K35638681-001-01-5:10,BRD-K35638681,BRD-K35638681-001-01-5,-0.02
CPC004_HCC515_24H:BRD-K52075715-001-03-4:10,oxibendazole,BRD-K52075715-001-03-4,-0.02
CPC006_A375_6H:BRD-K92980438-001-01-7:160,BRD-K92980438,BRD-K92980438-001-01-7,-0.02
CPC019_VCAP_6H:BRD-K94987138-001-06-2:10,BRD-K94987138,BRD-K94987138-001-06-2,-0.02
CPC014_MCF7_6H:BRD-K49669041-001-02-7:10,BX-912,BRD-K49669041-001-02-7,-0.02
CPC020_VCAP_24H:BRD-K04733502-001-01-8:10,BRD-K04733502,BRD-K04733502-001-01-8,-0.02
CPC009_VCAP_6H:BRD-A85891951-001-04-8:10,BRD-A85891951,BRD-A85891951-001-04-8,-0.02
CPC008_HT29_6H:BRD-K42455570-001-04-3:10,BRD-K42455570,BRD-K42455570-001-04-3,-0.02
CPC019_HT29_6H:BRD-K83816656-001-01-9:10,BRD-K83816656,BRD-K83816656-001-01-9,-0.02
CPC014_A375_6H:BRD-U08759356-000-01-6:10,EI-346-erlotinib-analog,BRD-U08759356-000-01-6,-0.02
CPC006_HA1E_24H:BRD-K33272502-001-01-2:40,DG-041,BRD-K33272502-001-01-2,-0.02
CPC010_HEPG2_6H:BRD-A61825514-001-06-9:10,BRD-A61825514,BRD-A61825514-001-06-9,-0.02
CPC004_HA1E_24H:BRD-A72703248-003-01-5:10,SKF-96365,BRD-A72703248-003-01-5,-0.02
CPC019_A375_6H:BRD-K48803730-001-01-1:10,BRD-K48803730,BRD-K48803730-001-01-1,-0.02
CPC019_HT29_6H:BRD-K33619512-001-01-2:10,BRD-K33619512,BRD-K33619512-001-01-2,-0.02
CPC014_HCC515_6H:BRD-K75081836-001-01-3:10,BRD-K75081836,BRD-K75081836-001-01-3,-0.02
CPC006_PL21_6H:BRD-K01976263-003-04-5:0.63,emetine,BRD-K01976263-003-04-5,-0.02
CPC005_A375_6H:BRD-K50836978-001-01-7:10,purvalanol-a,BRD-K50836978-001-01-7,-0.02
CPC012_SKB_24H:BRD-K03736784-001-01-1:10,MD-II-038,BRD-K03736784-001-01-1,-0.02
CPD001_PC3_24H:BRD-K79131256-001-11-2:10,albendazole,BRD-K79131256-001-11-2,-0.02
CPC007_MCF7_6H:BRD-A24021119-001-06-0:10,BRD-A24021119,BRD-A24021119-001-06-0,-0.02
CPC018_A549_24H:BRD-A20126139-001-03-4:10,medrysone,BRD-A20126139-001-03-4,-0.02
ERG005_VCAP_6H:BRD-A61304759-001-01-0:5,tanespimycin,BRD-A61304759-001-01-0,-0.02
CPC011_PC3_6H:BRD-A39052811-048-07-8:10,mosapride,BRD-A39052811-048-07-8,-0.02
LJP001_BT20_24H:BRD-K01436366-001-05-7:2,XMD-1150,BRD-K01436366-001-05-7,-0.02
CPC001_VCAP_24H:BRD-A96820077-008-02-2:10,ungerine,BRD-A96820077-008-02-2,-0.02
CPC011_A375_6H:BRD-K63265447-001-05-8:10,docetaxel,BRD-K63265447-001-05-8,-0.02
CPC001_HCC515_24H:BRD-K72541103-001-01-5:10,JAK3-inhibitor-I,BRD-K72541103-001-01-5,-0.02
CPC013_HA1E_6H:BRD-K64881305-001-01-1:10,ispinesib,BRD-K64881305-001-01-1,-0.02
CPC006_HT29_24H:BRD-K02822062-001-01-3:10,CT-200783,BRD-K02822062-001-01-3,-0.02
CPC020_HA1E_6H:BRD-K02562327-001-01-6:10,BRD-K02562327,BRD-K02562327-001-01-6,-0.02
DOSBIO002_MCF7_24H:BRD-A90490067:1.11111,fulvestrant,BRD-A90490067,-0.02
CPC008_HCC515_6H:BRD-K34294489-001-01-2:10,BRD-K34294489,BRD-K34294489-001-01-2,-0.02
CPC001_HA1E_6H:BRD-K97365803-001-01-3:10,PI-828,BRD-K97365803-001-01-3,-0.02
CPC004_VCAP_6H:BRD-K37206356-001-02-1:10,rhamnetin,BRD-K37206356-001-02-1,-0.02
CPC011_PC3_24H:BRD-A10977446-001-09-7:10,carvedilol,BRD-A10977446-001-09-7,-0.02
CPC006_MCF7_24H:BRD-A62182663-001-01-4:10,YK-4279,BRD-A62182663-001-01-4,-0.02
CPC006_SKMEL28_6H:BRD-K41895714-001-02-2:10,AS-605240,BRD-K41895714-001-02-2,-0.02
CPC006_CL34_6H:BRD-K12994359-001-07-7:177.6,valdecoxib,BRD-K12994359-001-07-7,-0.02
CPC004_PC3_24H:BRD-A66861218-001-03-5:10,BRD-A66861218,BRD-A66861218-001-03-5,-0.02
CPC001_HA1E_6H:BRD-K09549677-300-01-8:10,mibefradil,BRD-K09549677-300-01-8,-0.02
CPC014_MCF7_24H:BRD-A80775386-001-01-9:10,hyperforin,BRD-A80775386-001-01-9,-0.02
CPC005_MCF7_24H:BRD-K74765201-001-03-5:10,tomelukast,BRD-K74765201-001-03-5,-0.02
PCLB003_MCF7_24H:BRD-K56411643-001-02-6:10,BRD-K56411643,BRD-K56411643-001-02-6,-0.02
CPC014_MCF7_6H:BRD-K56064827-001-05-4:10,EI-273,BRD-K56064827-001-05-4,-0.02
CPC014_HT29_6H:BRD-U00779237-000-01-7:10,WZ-3105,BRD-U00779237-000-01-7,-0.02
KMS002_NOMO1_6H:BRD-K51556300-001-01-9:3.38,BRD-K51556300,BRD-K51556300-001-01-9,-0.02
CPC016_A375_6H:BRD-K50311478-001-01-6:10,tosyl-phenylalanyl-chloromethyl-ketone,BRD-K50311478-001-01-6,-0.02
ERG005_VCAP_48H:BRD-K18910433-001-14-3:20,estradiol,BRD-K18910433-001-14-3,-0.02
CVD001_HUH7_6H:BRD-K07762753-001-03-6:50,aminopurvalanol-a,BRD-K07762753-001-03-6,-0.02
CPC019_VCAP_6H:BRD-K04695623-001-01-3:10,BRD-K04695623,BRD-K04695623-001-01-3,-0.02
MUC.CP002_MCF7_6H:BRD-K66792149-001-01-8:11.1,quinoclamine,BRD-K66792149-001-01-8,-0.02
CPC013_A549_24H:BRD-K51967704-001-01-0:10,BIIB021,BRD-K51967704-001-01-0,-0.02
CPC018_A375_6H:BRD-A95696820-001-01-4:10,acadesine,BRD-A95696820-001-01-4,-0.02
CPC013_A375_6H:BRD-K15592317-001-01-0:10,CP466722,BRD-K15592317-001-01-0,-0.02
CPC004_VCAP_24H:BRD-K12057390-001-02-5:10,apigenin,BRD-K12057390-001-02-5,-0.02
CPC019_HT29_6H:BRD-K33116223-001-01-9:10,BRD-K33116223,BRD-K33116223-001-01-9,-0.02
CPC006_RMUGS_6H:BRD-K61662457-001-02-2:20,CAY-10594,BRD-K61662457-001-02-2,-0.02
CPC018_A375_6H:BRD-A14395271-001-01-5:10,mesoridazine,BRD-A14395271-001-01-5,-0.02
CPC008_A375_6H:BRD-K98676510-001-01-6:10,BRD-K98676510,BRD-K98676510-001-01-6,-0.02
CPC003_VCAP_6H:BRD-K71059170-001-02-5:10,cefixime,BRD-K71059170-001-02-5,-0.02
CPC018_HT29_6H:BRD-K08619574-334-03-9:10,thioproperazine,BRD-K08619574-334-03-9,-0.02
CPC014_HCC515_6H:BRD-A93893742-001-07-1:10,EMF-sumo1-2,BRD-A93893742-001-07-1,-0.02
CPC013_A375_6H:BRD-K23984367-075-05-3:10,sorafenib,BRD-K23984367-075-05-3,-0.02
HOG001_MCF7_24H:BRD-K88378636-001-02-8:3.33,withaferin-a,BRD-K88378636-001-02-8,-0.02
CPC012_HA1E_6H:BRD-A76490030-001-06-0:10,K784-3131,BRD-A76490030-001-06-0,-0.02
CPC004_HCC515_6H:BRD-A40639672-234-09-9:10,ketorolac,BRD-A40639672-234-09-9,-0.02
CPC018_HT29_6H:BRD-K17110974-001-04-7:10,aristolochic-acid,BRD-K17110974-001-04-7,-0.02
CPC018_ASC_24H:BRD-K51290057-001-01-0:10,SA-792709,BRD-K51290057-001-01-0,-0.02
LJP001_BT20_6H:BRD-K68174511-001-02-5:0.4,torin-2,BRD-K68174511-001-02-5,-0.02
CPC020_MCF7_24H:BRD-A80793822-001-01-4:10,pemoline,BRD-A80793822-001-01-4,-0.02
CPC012_HA1E_6H:BRD-K13810148-001-02-1:10,givinostat,BRD-K13810148-001-02-1,-0.02
CPC005_HA1E_24H:BRD-A18419789-001-01-4:10,etoposide,BRD-A18419789-001-01-4,-0.02
CPC012_HT29_6H:BRD-K62169556-001-01-9:10,BRD-K62169556,BRD-K62169556-001-01-9,-0.02
CPC014_A549_6H:BRD-K55420858-001-01-0:10,mirin,BRD-K55420858-001-01-0,-0.02
CPC012_VCAP_6H:BRD-K56196992-001-01-2:10,BRD-K56196992,BRD-K56196992-001-01-2,-0.02
CPC013_A375_6H:BRD-K11663430-001-01-5:10,pyroxamide,BRD-K11663430-001-01-5,-0.02
CPC018_ASC_24H:BRD-K03816923-001-06-2:10,rottlerin,BRD-K03816923-001-06-2,-0.02
CPC014_VCAP_24H:BRD-K71035033-001-01-4:10,masitinib,BRD-K71035033-001-01-4,-0.02
MUC.CP001_NKDBA_24H:BRD-A63583287-001-01-8:3.3333,SA-1447005,BRD-A63583287-001-01-8,-0.02
CPC019_HT29_6H:BRD-K74271701-001-01-3:10,BRD-K74271701,BRD-K74271701-001-01-3,-0.02
ERG005_VCAP_6H:BRD-K27305650-001-06-7:20,LY-294002,BRD-K27305650-001-06-7,-0.02
CPC014_VCAP_24H:BRD-K08115555-001-04-4:10,tyrphostin-AG-1288,BRD-K08115555-001-04-4,-0.02
CPC019_VCAP_24H:BRD-K65904652-001-01-9:10,BRD-K65904652,BRD-K65904652-001-01-9,-0.02
CPC006_HCC515_24H:BRD-K73261812-001-01-1:10,BRD-K73261812,BRD-K73261812-001-01-1,-0.02
CPC001_VCAP_6H:BRD-K25591257-001-01-2:10,resveratrol,BRD-K25591257-001-01-2,-0.02
CPC019_VCAP_6H:BRD-K29138830-001-01-4:10,BRD-K29138830,BRD-K29138830-001-01-4,-0.02
CPC013_PC3_24H:BRD-K49810818-001-01-0:10,sorafenib,BRD-K49810818-001-01-0,-0.02
CPC006_HCC15_6H:BRD-K69840642-001-01-4:10,ISOX,BRD-K69840642-001-01-4,-0.02
CPC006_HT29_24H:BRD-K74236984-001-01-4:10,UNC-0321,BRD-K74236984-001-01-4,-0.02
CPC016_MCF7_6H:BRD-K17075857-001-06-9:10,chloroxine,BRD-K17075857-001-06-9,-0.02
CPC019_HT29_6H:BRD-K88059273-001-01-4:10,BRD-K88059273,BRD-K88059273-001-01-4,-0.02
CPC013_HA1E_6H:BRD-U82589721-000-01-4:10,HG-5-113-01,BRD-U82589721-000-01-4,-0.02
CPD002_MCF7_24H:BRD-K50938287-036-07-0:10,sumatriptan,BRD-K50938287-036-07-0,-0.02
CPC017_SKB_24H:BRD-K11927976-050-01-1:10,ER-27319,BRD-K11927976-050-01-1,-0.02
CPC014_PC3_24H:BRD-K64935403-001-01-6:10,ebelactone-b,BRD-K64935403-001-01-6,-0.02
CPC013_PC3_24H:BRD-K58347372-001-02-7:10,BRD-K58347372,BRD-K58347372-001-02-7,-0.02
CPC019_PC3_6H:BRD-K82524003-001-02-8:10,BRD-K82524003,BRD-K82524003-001-02-8,-0.02
CPC019_VCAP_6H:BRD-K46373671-001-01-8:10,BRD-K46373671,BRD-K46373671-001-01-8,-0.02
CPC013_HA1E_6H:BRD-K76236182-001-01-2:10,BRD-K76236182,BRD-K76236182-001-01-2,-0.02
CPC006_SNGM_6H:BRD-U94846492-000-01-1:10,quinine,BRD-U94846492-000-01-1,-0.02
CPC005_PC3_24H:BRD-K39520573-001-01-2:10,GW-5074,BRD-K39520573-001-01-2,-0.02
CPC005_PC3_24H:BRD-A43150328-001-03-8:10,penicillic-acid,BRD-A43150328-001-03-8,-0.02
CPC006_HCC15_6H:BRD-K69328504-001-01-7:10,L-690488,BRD-K69328504-001-01-7,-0.02
CPC006_AGS_6H:BRD-K30677119-001-01-0:11.1,PP-30,BRD-K30677119-001-01-0,-0.02
CPC002_VCAP_6H:BRD-A62336480-001-02-5:10,niguldipine,BRD-A62336480-001-02-5,-0.02
CPC012_PC3_6H:BRD-K61717269-001-01-4:10,BRD-K61717269,BRD-K61717269-001-01-4,-0.02
CPC019_PC3_6H:BRD-K03651937-001-01-8:10,BRD-K03651937,BRD-K03651937-001-01-8,-0.02
CPC019_VCAP_24H:BRD-K08448573-001-01-3:10,BRD-K08448573,BRD-K08448573-001-01-3,-0.02
CPC013_PC3_6H:BRD-K94493764-001-01-3:10,BRD-K94493764,BRD-K94493764-001-01-3,-0.02
CPC008_VCAP_6H:BRD-A17757596-001-01-1:10,BRD-A17757596,BRD-A17757596-001-01-1,-0.02
CPC018_HT29_6H:BRD-K26429091-051-01-9:10,J-104129,BRD-K26429091-051-01-9,-0.02
CPC008_PC3_6H:BRD-A11512624-001-04-6:10,BRD-A11512624,BRD-A11512624-001-04-6,-0.02
CPC011_A549_24H:BRD-K82036761-003-12-0:10,sertraline,BRD-K82036761-003-12-0,-0.02
CPC014_HT29_6H:BRD-A11007541-003-01-9:10,BCI-hydrochloride,BRD-A11007541-003-01-9,-0.02
CPC016_A375_6H:BRD-A86109770-001-01-9:10,guggulsterone,BRD-A86109770-001-01-9,-0.02
CPC009_VCAP_6H:BRD-K53461563-019-01-4:10,BRD-K53461563,BRD-K53461563-019-01-4,-0.02
CPC018_ASC_24H:BRD-A28970875-300-03-1:10,puromycin,BRD-A28970875-300-03-1,-0.02
CPC009_PC3_6H:BRD-K00313977-019-01-1:10,BRD-K00313977,BRD-K00313977-019-01-1,-0.02
CPC006_PC3_6H:BRD-K21672174-001-02-2:160,RO-28-1675,BRD-K21672174-001-02-2,-0.02
CPC016_A375_6H:BRD-K53913732-001-01-8:10,SB-408124,BRD-K53913732-001-01-8,-0.02
CPC012_PC3_24H:BRD-K82971429-001-01-9:10,BRD-K82971429,BRD-K82971429-001-01-9,-0.02
LJP001_BT20_6H:BRD-K90382497-001-06-5:10,GW-843682X,BRD-K90382497-001-06-5,-0.02
CPC013_MCF7_6H:BRD-K93215584-001-01-9:10,BRD-K93215584,BRD-K93215584-001-01-9,-0.02
CPC012_HT29_6H:BRD-K74761218-001-03-5:10,WT-171,BRD-K74761218-001-03-5,-0.02
CPC006_HT29_24H:BRD-K92241597-001-02-9:80,tosedostat,BRD-K92241597-001-02-9,-0.02
CPC009_VCAP_24H:BRD-K67484673-001-05-6:10,BRD-K67484673,BRD-K67484673-001-05-6,-0.02
CPC014_PC3_24H:BRD-K67470788-001-01-6:10,BRD-K67470788,BRD-K67470788-001-01-6,-0.02
CPC013_PC3_6H:BRD-K59460069-001-01-7:10,BRD-K59460069,BRD-K59460069-001-01-7,-0.02
CPC019_VCAP_6H:BRD-K71303366-001-01-3:10,BRD-K71303366,BRD-K71303366-001-01-3,-0.02
CPC004_PC3_6H:BRD-A65671304-001-03-4:10,candesartan,BRD-A65671304-001-03-4,-0.02
CPC008_PC3_6H:BRD-K14749055-001-01-3:10,BRD-K14749055,BRD-K14749055-001-01-3,-0.02
CPC019_HT29_6H:BRD-K05197617-001-05-8:10,BRD-K05197617,BRD-K05197617-001-05-8,-0.02
CPC020_A375_6H:BRD-K71799949-001-28-1:10,carbamazepine,BRD-K71799949-001-28-1,-0.02
CPC005_A375_24H:BRD-A47513740-001-02-5:10,calyculin,BRD-A47513740-001-02-5,-0.02
CPC010_VCAP_24H:BRD-K41845021-004-02-9:10,BRD-K41845021,BRD-K41845021-004-02-9,-0.02
CPC016_A549_6H:BRD-A69960130-066-01-4:10,bromocriptine,BRD-A69960130-066-01-4,-0.02
CPC017_HT29_6H:BRD-K12867552-001-01-3:10,THM-I-94,BRD-K12867552-001-01-3,-0.02
CPC010_VCAP_6H:BRD-A84524947-001-05-0:10,BRD-A84524947,BRD-A84524947-001-05-0,-0.02
CPC003_PC3_24H:BRD-K68873215-001-01-3:10,phosphodiesterase-V-inhibitor-II,BRD-K68873215-001-01-3,-0.02
CPC011_A549_24H:BRD-K73991644-001-05-8:10,isoquercetin,BRD-K73991644-001-05-8,-0.02
CPC014_SKB_24H:BRD-A80775386-001-01-9:10,hyperforin,BRD-A80775386-001-01-9,-0.02
CPC008_PC3_24H:BRD-K88761633-001-01-0:10,BRD-K88761633,BRD-K88761633-001-01-0,-0.02
CPC017_HT29_6H:BRD-A62336480-001-02-5:10,niguldipine,BRD-A62336480-001-02-5,-0.02
CPC008_PC3_6H:BRD-K61718261-001-04-4:10,BRD-K61718261,BRD-K61718261-001-04-4,-0.02
CPC019_A375_6H:BRD-A81282034-001-02-9:10,BRD-A81282034,BRD-A81282034-001-02-9,-0.02
MUC.CP006_MCF7_6H:BRD-K49049886-001-03-8:10,CGS-15943,BRD-K49049886-001-03-8,-0.02
CPC011_PC3_6H:BRD-K57033106-003-15-5:10,tripelennamine,BRD-K57033106-003-15-5,-0.02
CPC009_PC3_24H:BRD-A05565054-001-01-7:10,BRD-A05565054,BRD-A05565054-001-01-7,-0.02
CPC001_PC3_24H:BRD-K76840893-003-01-7:10,RS-17053,BRD-K76840893-003-01-7,-0.02
CPC004_PC3_24H:BRD-A68723818-050-18-4:10,brompheniramine,BRD-A68723818-050-18-4,-0.02
CPC004_HCC515_24H:BRD-A78391468-001-01-0:10,prednisolone,BRD-A78391468-001-01-0,-0.02
CPC006_A375_6H:BRD-K41895714-001-02-2:10,AS-605240,BRD-K41895714-001-02-2,-0.02
CPC004_HEPG2_6H:BRD-A06352508-001-02-9:10,SB-218078,BRD-A06352508-001-02-9,-0.02
CPC017_HT29_6H:BRD-K12906962-001-02-1:10,dichlorobenzamil,BRD-K12906962-001-02-1,-0.02
MUC.CP003_MCF7_6H:BRD-K23192422-001-01-1:1.1111,lestaurtinib,BRD-K23192422-001-01-1,-0.02
CPC013_VCAP_6H:BRD-K51967704-001-01-0:10,BIIB021,BRD-K51967704-001-01-0,-0.02
CPC004_PC3_6H:BRD-K77830450-001-02-4:10,forskolin,BRD-K77830450-001-02-4,-0.02
CPC006_VCAP_24H:BRD-K49371609-310-01-1:0.09,PIK-75,BRD-K49371609-310-01-1,-0.02
CPC008_HT29_6H:BRD-K44417704-001-04-0:10,BRD-K44417704,BRD-K44417704-001-04-0,-0.02
CPC013_SKB_24H:BRD-A90643929-001-01-1:10,BRD-A90643929,BRD-A90643929-001-01-1,-0.02
CPC019_PC3_24H:BRD-K84106030-001-01-1:10,BRD-K84106030,BRD-K84106030-001-01-1,-0.02
CPC016_A375_6H:BRD-K96670504-001-01-9:10,lonidamine,BRD-K96670504-001-01-9,-0.02
CPC014_SKB_24H:BRD-K86930074-001-01-9:10,cediranib,BRD-K86930074-001-01-9,-0.02
CPC014_A549_24H:BRD-K69852452-001-02-6:10,F-1566-0341,BRD-K69852452-001-02-6,-0.02
CPC004_VCAP_24H:BRD-K03842655-001-02-1:10,penitrem-a,BRD-K03842655-001-02-1,-0.02
CPC009_HEPG2_6H:BRD-A75301702-001-01-8:10,BRD-A75301702,BRD-A75301702-001-01-8,-0.02
CPC006_PC3_24H:BRD-K99818283-001-01-8:10,PIK-90,BRD-K99818283-001-01-8,-0.02
CPC014_HT29_6H:BRD-K01436366-001-02-4:10,XMD-1150,BRD-K01436366-001-02-4,-0.02
CPC008_MCF7_24H:BRD-A93975555-001-06-4:10,BRD-A93975555,BRD-A93975555-001-06-4,-0.02
CPC019_PC3_24H:BRD-K63399564-001-01-1:10,BRD-K63399564,BRD-K63399564-001-01-1,-0.02
CPC007_MCF7_6H:BRD-A58924247-001-08-5:10,BRD-A58924247,BRD-A58924247-001-08-5,-0.02
CPC019_VCAP_24H:BRD-K51189903-001-01-0:10,BRD-K51189903,BRD-K51189903-001-01-0,-0.02
CPC006_HT29_24H:BRD-K10882151-001-06-8:40,BO2-inhibits-RAD51,BRD-K10882151-001-06-8,-0.02
CPC017_A549_24H:BRD-A10188456-001-03-1:10,dexamethasone,BRD-A10188456-001-03-1,-0.02
CPC019_PC3_6H:BRD-K46373671-001-01-8:10,BRD-K46373671,BRD-K46373671-001-01-8,-0.02
NMH002_NPC_6H:BRD-A64228451-001-07-6:10,terreic-acid,BRD-A64228451-001-07-6,-0.02
CPC006_HA1E_6H:BRD-K68143200-001-05-9:10,SA-792541,BRD-K68143200-001-05-9,-0.02
CPC008_PC3_6H:BRD-K05566481-003-03-8:10,KU-C104137,BRD-K05566481-003-03-8,-0.02
CPC003_HCC515_24H:BRD-K09132007-001-01-8:10,D-4476,BRD-K09132007-001-01-8,-0.02
NMH002_NPC_24H:BRD-K37312348-001-12-7:10,kenpaullone,BRD-K37312348-001-12-7,-0.02
CPC007_HT29_6H:BRD-K18595892-001-09-6:10,BRD-K18595892,BRD-K18595892-001-09-6,-0.02
CPC013_MCF7_24H:BRD-K35638681-001-01-5:10,BRD-K35638681,BRD-K35638681-001-01-5,-0.02
CPC006_PC3_6H:BRD-K98548675-001-02-6:10,parthenolide,BRD-K98548675-001-02-6,-0.02
CPC014_VCAP_24H:BRD-A74904029-001-05-7:10,EI-231,BRD-A74904029-001-05-7,-0.02
CPC006_MCF7_6H:BRD-K20755323-001-02-6:40,SA-792728,BRD-K20755323-001-02-6,-0.02
CPC001_VCAP_24H:BRD-A26845397-001-01-4:10,isamoltan,BRD-A26845397-001-01-4,-0.02
CPC014_MCF7_6H:BRD-K10906552-001-01-1:10,BRD-K10906552,BRD-K10906552-001-01-1,-0.02
CPC006_HT29_6H:BRD-K41895714-001-02-2:10,AS-605240,BRD-K41895714-001-02-2,-0.02
CPC006_HCC515_24H:BRD-A38030642-001-02-0:10,cyclosporin-a,BRD-A38030642-001-02-0,-0.02
CPC014_PHH_24H:BRD-K52911425-001-02-3:10,GDC-0941,BRD-K52911425-001-02-3,-0.02
CPC020_VCAP_6H:BRD-A07780951-001-05-5:10,orciprenaline,BRD-A07780951-001-05-5,-0.02
CPC020_HCC515_6H:BRD-A23290232-001-02-3:10,westcort,BRD-A23290232-001-02-3,-0.02
MUC.CP002_MCF7_24H:BRD-K30849099-001-07-6:3.3333,MW-STK33-2A,BRD-K30849099-001-07-6,-0.02
CPC006_MCF7_24H:BRD-K09907482-001-02-5:40,PRL-3-inhibitor-I,BRD-K09907482-001-02-5,-0.04
CPC006_MCF7_6H:BRD-K92241597-001-02-9:80,tosedostat,BRD-K92241597-001-02-9,-0.04
CPC012_A549_24H:BRD-K08307026-001-01-4:10,BRD-K08307026,BRD-K08307026-001-01-4,-0.04
CPC018_A375_6H:BRD-K17110974-001-04-7:10,aristolochic-acid,BRD-K17110974-001-04-7,-0.04
CPC004_VCAP_24H:BRD-K36055864-001-09-3:10,cycloheximide,BRD-K36055864-001-09-3,-0.04
CPC002_HA1E_24H:BRD-K91263825-001-03-6:10,nortriptyline,BRD-K91263825-001-03-6,-0.04
CPC017_NPC_24H:BRD-K07888196-001-01-8:10,tyrphostin-AG-538,BRD-K07888196-001-01-8,-0.04
CPC009_VCAP_6H:BRD-K55070890-001-02-1:10,thiothixene,BRD-K55070890-001-02-1,-0.04
CPC004_A375_6H:BRD-K77830450-001-02-4:10,forskolin,BRD-K77830450-001-02-4,-0.04
CPC005_PC3_24H:BRD-A47494775-003-03-0:10,dipivefrine,BRD-A47494775-003-03-0,-0.04
CPC010_VCAP_24H:BRD-K53423944-001-06-1:10,BRD-K53423944,BRD-K53423944-001-06-1,-0.04
CPC013_VCAP_6H:BRD-K66175015-001-01-7:10,afatinib,BRD-K66175015-001-01-7,-0.04
CPC018_SKB_24H:BRD-A29082194-001-02-4:10,gitoxigenin,BRD-A29082194-001-02-4,-0.04
CPC014_HT29_6H:BRD-K83972459-001-01-9:10,JWE-035,BRD-K83972459-001-01-9,-0.04
